politician_id,display_name,category,field,value,raw_text,review_status,evidence_id,source_id,source_kind,source_org,source_url,fetched_at,license_note
open-assembly-L2I9861C,강대식,identity,district,대구 동구군위군을,대구 동구군위군을,reviewing,open-assembly-L2I9861C-district,open-assembly-L2I9861C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-L2I9861C,강대식,identity,district,동구군위군을,동구군위군을,reviewing,nec-winner-68-district,nec-winner-68,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-L2I9861C,강대식,identity,position,국회의원,국회의원,reviewing,open-assembly-L2I9861C-position,open-assembly-L2I9861C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-L2I9861C,강대식,identity,committee_role,간사,간사,reviewing,open-assembly-L2I9861C-committee-role,open-assembly-L2I9861C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-L2I9861C,강대식,identity,office_phone,02-784-5275,02-784-5275,reviewing,open-assembly-L2I9861C-office_phone,open-assembly-L2I9861C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-L2I9861C,강대식,identity,office_email,kds21341@naver.com,kds21341@naver.com,reviewing,open-assembly-L2I9861C-office_email,open-assembly-L2I9861C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-L2I9861C,강대식,identity,office_room,의원회관 341호,의원회관 341호,reviewing,open-assembly-L2I9861C-office_room,open-assembly-L2I9861C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,party,더불어민주당,더불어민주당,reviewing,open-assembly-8P37634C-party,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,party,더불어민주당,더불어민주당,reviewing,nec-winner-125-party,nec-winner-125,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-8P37634C,강득구,identity,district,경기 안양시만안구,경기 안양시만안구,reviewing,open-assembly-8P37634C-district,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,district,안양시만안구,안양시만안구,reviewing,nec-winner-125-district,nec-winner-125,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-8P37634C,강득구,identity,position,국회의원,국회의원,reviewing,open-assembly-8P37634C-position,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,committee_role,위원,위원,reviewing,open-assembly-8P37634C-committee-role,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,office_phone,02-784-2747~9,02-784-2747~9,reviewing,open-assembly-8P37634C-office_phone,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,office_email,mainsail440@daum.net,mainsail440@daum.net,reviewing,open-assembly-8P37634C-office_email,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,office_room,의원회관 814호,의원회관 814호,reviewing,open-assembly-8P37634C-office_room,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-8P37634C,강득구,identity,registered_channel_url,http://blog.naver.com/dulipapa,http://blog.naver.com/dulipapa,reviewing,open-assembly-8P37634C-registered_channel_url,open-assembly-8P37634C,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,party,국민의힘,국민의힘,reviewing,open-assembly-9901388T-party,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,party,국민의힘,국민의힘,reviewing,nec-winner-209-party,nec-winner-209,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-9901388T,강명구,identity,district,경북 구미시을,경북 구미시을,reviewing,open-assembly-9901388T-district,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,district,구미시을,구미시을,reviewing,nec-winner-209-district,nec-winner-209,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-9901388T,강명구,identity,position,국회의원,국회의원,reviewing,open-assembly-9901388T-position,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,committee_role,위원,위원,reviewing,open-assembly-9901388T-committee-role,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,office_phone,02-784-2844~6,02-784-2844~6,reviewing,open-assembly-9901388T-office_phone,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,office_email,myounggu.power@gmail.com,myounggu.power@gmail.com,reviewing,open-assembly-9901388T-office_email,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,office_room,의원회관 1018호,의원회관 1018호,reviewing,open-assembly-9901388T-office_room,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-9901388T,강명구,identity,registered_channel_url,https://blog.naver.com/0909kmg,https://blog.naver.com/0909kmg,reviewing,open-assembly-9901388T-registered_channel_url,open-assembly-9901388T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,party,국민의힘,국민의힘,reviewing,open-assembly-GX22581L-party,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,party,국민의힘,국민의힘,reviewing,nec-winner-217-party,nec-winner-217,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-GX22581L,강민국,identity,district,경남 진주시을,경남 진주시을,reviewing,open-assembly-GX22581L-district,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,district,진주시을,진주시을,reviewing,nec-winner-217-district,nec-winner-217,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-GX22581L,강민국,identity,position,국회의원,국회의원,reviewing,open-assembly-GX22581L-position,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,committee_role,간사,간사,reviewing,open-assembly-GX22581L-committee-role,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,office_phone,02-784-0797,02-784-0797,reviewing,open-assembly-GX22581L-office_phone,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,office_email,strongwind01@naver.com,strongwind01@naver.com,reviewing,open-assembly-GX22581L-office_email,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,office_room,의원회관 1007호,의원회관 1007호,reviewing,open-assembly-GX22581L-office_room,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-GX22581L,강민국,identity,registered_channel_url,https://www.youtube.com/@strongwind01,https://www.youtube.com/@strongwind01,reviewing,open-assembly-GX22581L-registered_channel_url,open-assembly-GX22581L,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,party,국민의힘,국민의힘,reviewing,open-assembly-NQO7187X-party,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,district,비례대표,비례대표,reviewing,open-assembly-NQO7187X-district,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,position,국회의원,국회의원,reviewing,open-assembly-NQO7187X-position,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,committee_role,위원,위원,reviewing,open-assembly-NQO7187X-committee-role,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,office_phone,02-784-1571,02-784-1571,reviewing,open-assembly-NQO7187X-office_phone,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,office_email,335kang@naver.com,335kang@naver.com,reviewing,open-assembly-NQO7187X-office_email,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,office_room,의원회관 335호,의원회관 335호,reviewing,open-assembly-NQO7187X-office_room,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-NQO7187X,강선영,identity,registered_channel_url,https://blog.naver.com/335kang,https://blog.naver.com/335kang,reviewing,open-assembly-NQO7187X-registered_channel_url,open-assembly-NQO7187X,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,party,무소속,무소속,reviewing,open-assembly-MNZ4401T-party,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,party,더불어민주당,더불어민주당,reviewing,nec-winner-27-party,nec-winner-27,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-MNZ4401T,강선우,identity,district,서울 강서구갑,서울 강서구갑,reviewing,open-assembly-MNZ4401T-district,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,district,강서구갑,강서구갑,reviewing,nec-winner-27-district,nec-winner-27,nec,중앙선거관리위원회,http://apis.data.go.kr/9760000/WinnerInfoInqireService2/getWinnerInfoInqire?sgId=20240410&sgTypecode=2&numOfRows=100&resultType=json,2026-06-14T13:26:52.495Z,"출처: 중앙선거관리위원회, 당선인 정보 조회 서비스 (이용허락범위 제한 없음), https://www.data.go.kr/data/15000864/openapi.do"
open-assembly-MNZ4401T,강선우,identity,position,국회의원,국회의원,reviewing,open-assembly-MNZ4401T-position,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,committee_role,위원,위원,reviewing,open-assembly-MNZ4401T-committee-role,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,office_phone,02-784-5761~3,02-784-5761~3,reviewing,open-assembly-MNZ4401T-office_phone,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,office_email,gangseo.kap@gmail.com,gangseo.kap@gmail.com,reviewing,open-assembly-MNZ4401T-office_email,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
open-assembly-MNZ4401T,강선우,identity,office_room,의원회관 418호,의원회관 418호,reviewing,open-assembly-MNZ4401T-office_room,open-assembly-MNZ4401T,open_assembly,열린국회정보,https://open.assembly.go.kr/portal/openapi/nwvrqwxyaytdsfvhu?Type=json&pIndex=1&pSize=300,2026-06-14T13:26:52.493Z,"출처: 열린국회정보, 국회의원 인적사항 (공공누리 제1유형, 출처표시), https://open.assembly.go.kr"
